epoch,accuracy,loss,lr,val_accuracy,val_loss
83,0.9841827750205994,0.059148382395505905,0.01,0.9930070042610168,0.05151625722646713
84,0.9859402179718018,0.05848505347967148,0.01,0.9930070042610168,0.0508720837533474
85,0.9859402179718018,0.057837046682834625,0.01,0.9930070042610168,0.05033569037914276
86,0.9859402179718018,0.05720377340912819,0.01,0.9930070042610168,0.04980773478746414
87,0.9859402179718018,0.05653683841228485,0.01,0.9930070042610168,0.049373358488082886
88,0.9859402179718018,0.05597773194313049,0.01,1.0,0.04893551766872406
89,0.9859402179718018,0.055344343185424805,0.01,1.0,0.048439398407936096
90,0.9876977205276489,0.054739516228437424,0.01,1.0,0.04803958162665367
91,0.9876977205276489,0.0541740320622921,0.01,1.0,0.04763103276491165
92,0.9876977205276489,0.053581271320581436,0.01,1.0,0.04722339287400246
93,0.9876977205276489,0.05306670069694519,0.01,1.0,0.046857770532369614
94,0.9876977205276489,0.05251932516694069,0.01,1.0,0.04648623988032341
95,0.9876977205276489,0.05202353000640869,0.01,1.0,0.04606054350733757
96,0.9876977205276489,0.05149393156170845,0.01,1.0,0.04571444168686867
97,0.9876977205276489,0.051004376262426376,0.01,1.0,0.045347485691308975
98,0.9876977205276489,0.05047200992703438,0.01,1.0,0.044950731098651886
99,0.9876977205276489,0.05001404508948326,0.01,1.0,0.044524550437927246
100,0.9876977205276489,0.049590177834033966,0.01,1.0,0.04420465975999832
101,0.9876977205276489,0.04908748343586922,0.01,1.0,0.04383964464068413
102,0.9876977205276489,0.048600584268569946,0.01,1.0,0.043563876301050186
103,0.9876977205276489,0.0481889508664608,0.01,1.0,0.04329683259129524
104,0.9876977205276489,0.047739289700984955,0.01,1.0,0.04294009879231453
105,0.9876977205276489,0.04724124073982239,0.01,1.0,0.04261956736445427
106,0.9876977205276489,0.04687034711241722,0.01,1.0,0.04230191558599472
107,0.9876977205276489,0.0464925579726696,0.01,1.0,0.04204870015382767
108,0.9876977205276489,0.046074479818344116,0.01,1.0,0.0418410450220108
109,0.9876977205276489,0.04570121318101883,0.01,1.0,0.04154839366674423
110,0.9876977205276489,0.04530060663819313,0.01,1.0,0.04126327484846115
111,0.9876977205276489,0.044883646070957184,0.01,1.0,0.04094323888421059
112,0.9876977205276489,0.044506993144750595,0.01,1.0,0.04068724066019058
113,0.9876977205276489,0.044119056314229965,0.01,1.0,0.04041208326816559
114,0.9876977205276489,0.04374581202864647,0.01,1.0,0.040153950452804565
115,0.9876977205276489,0.04342472553253174,0.01,1.0,0.039980094879865646
116,0.9876977205276489,0.043121498078107834,0.01,1.0,0.03975340723991394
117,0.9876977205276489,0.042725611478090286,0.01,1.0,0.03944791108369827
118,0.9876977205276489,0.042391665279865265,0.01,1.0,0.039257440716028214
119,0.9876977205276489,0.04211176186800003,0.01,1.0,0.03899900242686272
120,0.9894551634788513,0.04173106327652931,0.01,1.0,0.03872576728463173
121,0.9912126660346985,0.04145330935716629,0.01,1.0,0.038471512496471405
122,0.9912126660346985,0.041122086346149445,0.01,1.0,0.038261353969573975
123,0.9912126660346985,0.04086904600262642,0.01,1.0,0.0380086749792099
124,0.9912126660346985,0.04052901640534401,0.01,1.0,0.03789294511079788
125,0.9912126660346985,0.040263306349515915,0.01,1.0,0.0377022810280323
126,0.9912126660346985,0.04000989347696304,0.01,1.0,0.03747646510601044
127,0.9912126660346985,0.0396709144115448,0.01,1.0,0.03729194030165672
128,0.9912126660346985,0.03942568227648735,0.01,1.0,0.0371536947786808
129,0.9912126660346985,0.039130307734012604,0.01,1.0,0.03686919063329697
130,0.9912126660346985,0.03891553357243538,0.01,1.0,0.03669104352593422
131,0.9912126660346985,0.03862593322992325,0.01,1.0,0.03650525584816933
132,0.9912126660346985,0.038415417075157166,0.01,1.0,0.03630828857421875
133,0.9912126660346985,0.03809928894042969,0.01,1.0,0.03614901006221771
134,0.9912126660346985,0.0379163883626461,0.01,1.0,0.03598197177052498
135,0.9912126660346985,0.03760544955730438,0.01,1.0,0.03583884611725807
136,0.9912126660346985,0.03736182674765587,0.01,1.0,0.035753097385168076
137,0.9912126660346985,0.037175629287958145,0.01,1.0,0.035597410053014755
138,0.9912126660346985,0.03690383583307266,0.01,1.0,0.03548002988100052
139,0.9912126660346985,0.0366387739777565,0.01,1.0,0.035313304513692856
140,0.9912126660346985,0.036447878926992416,0.01,1.0,0.035123370587825775
141,0.9912126660346985,0.036249514669179916,0.01,1.0,0.03507879003882408
142,0.9912126660346985,0.03597157821059227,0.01,1.0,0.034819670021533966
143,0.9912126660346985,0.035790879279375076,0.01,1.0,0.03467204421758652
144,0.9912126660346985,0.03553329035639763,0.01,1.0,0.03457456827163696
145,0.9912126660346985,0.03537031635642052,0.01,1.0,0.03436829894781113
146,0.9912126660346985,0.03510119393467903,0.01,1.0,0.03419717401266098
147,0.9912126660346985,0.03490719571709633,0.01,1.0,0.034085966646671295
148,0.9929701089859009,0.034719645977020264,0.01,1.0,0.033927105367183685
149,0.9929701089859009,0.03448362648487091,0.01,1.0,0.03373359143733978
150,0.9912126660346985,0.03432188928127289,0.01,1.0,0.03359953314065933
151,0.9912126660346985,0.03413386642932892,0.01,1.0,0.03351672366261482
152,0.9929701089859009,0.03391098976135254,0.01,1.0,0.03332414850592613
153,0.9912126660346985,0.0337718240916729,0.01,1.0,0.03311580792069435
154,0.9929701089859009,0.03352480009198189,0.01,1.0,0.032969262450933456
155,0.9929701089859009,0.033370837569236755,0.01,1.0,0.03280242905020714
156,0.9929701089859009,0.033206626772880554,0.01,1.0,0.03260035440325737
157,0.9929701089859009,0.03295791521668434,0.01,1.0,0.03250863775610924
158,0.9929701089859009,0.032787811011075974,0.01,1.0,0.03241364657878876
159,0.9929701089859009,0.03268812224268913,0.01,1.0,0.03230541944503784
160,0.9929701089859009,0.03246089071035385,0.01,1.0,0.03219767287373543
161,0.9929701089859009,0.032315462827682495,0.01,1.0,0.03207477927207947
162,0.9929701089859009,0.032123398035764694,0.01,1.0,0.03198055922985077
163,0.9929701089859009,0.031968142837285995,0.01,1.0,0.031861480325460434
164,0.9929701089859009,0.03181645646691322,0.01,1.0,0.0316958874464035
165,0.9929701089859009,0.031655799597501755,0.01,1.0,0.03155381605029106
166,0.9929701089859009,0.031470488756895065,0.01,1.0,0.03144105523824692
167,0.9929701089859009,0.03134607523679733,0.01,1.0,0.03136970102787018
168,0.9929701089859009,0.031230397522449493,0.01,1.0,0.031244998797774315
169,0.9929701089859009,0.03103024512529373,0.01,1.0,0.03112010657787323
170,0.9929701089859009,0.030865726992487907,0.01,1.0,0.031031832098960876
171,0.994727611541748,0.030741766095161438,0.01,1.0,0.030946465209126472
172,0.9929701089859009,0.030528472736477852,0.01,1.0,0.0308724083006382
173,0.994727611541748,0.030406372621655464,0.01,1.0,0.030736643821001053
174,0.994727611541748,0.03025498427450657,0.01,1.0,0.03064899891614914
175,0.994727611541748,0.030111102387309074,0.01,1.0,0.030541040003299713
176,0.994727611541748,0.02998017892241478,0.01,1.0,0.030481992289423943
177,0.994727611541748,0.029832400381565094,0.01,1.0,0.030459867790341377
178,0.994727611541748,0.029737582430243492,0.01,1.0,0.03043084777891636
179,0.994727611541748,0.02955143339931965,0.01,1.0,0.03029564581811428
180,0.994727611541748,0.029386188834905624,0.01,1.0,0.030299857258796692
181,0.994727611541748,0.02930404804646969,0.01,1.0,0.030172158032655716
182,0.994727611541748,0.029159754514694214,0.01,1.0,0.03007824718952179
183,0.994727611541748,0.029027746990323067,0.01,1.0,0.03000730276107788
184,0.994727611541748,0.028882019221782684,0.01,1.0,0.029897242784500122
185,0.994727611541748,0.028780965134501457,0.01,1.0,0.029718559235334396
186,0.994727611541748,0.02859501726925373,0.01,1.0,0.029607493430376053
187,0.994727611541748,0.02850581891834736,0.01,1.0,0.029434844851493835
188,0.994727611541748,0.028402697294950485,0.01,1.0,0.02933334745466709
189,0.994727611541748,0.028260139748454094,0.01,1.0,0.029211804270744324
190,0.994727611541748,0.0281069353222847,0.01,1.0,0.029175054281949997
191,0.994727611541748,0.028028437867760658,0.01,1.0,0.02914506383240223
192,0.994727611541748,0.027908042073249817,0.01,1.0,0.029020698741078377
193,0.994727611541748,0.027752699330449104,0.01,1.0,0.02892046421766281
194,0.994727611541748,0.027679700404405594,0.01,1.0,0.028845900669693947
195,0.994727611541748,0.027498187497258186,0.01,1.0,0.02870415709912777
196,0.994727611541748,0.027446385473012924,0.01,1.0,0.028640544041991234
197,0.994727611541748,0.02731722965836525,0.01,1.0,0.028548983857035637
198,0.994727611541748,0.027189483866095543,0.01,1.0,0.02844564989209175
199,0.994727611541748,0.027057377621531487,0.01,1.0,0.028368176892399788
200,0.994727611541748,0.0269608311355114,0.01,1.0,0.02825123444199562
201,0.994727611541748,0.02686358615756035,0.01,1.0,0.028146369382739067
202,0.994727611541748,0.026757176965475082,0.01,1.0,0.028025994077324867
203,0.994727611541748,0.026616346091032028,0.01,1.0,0.02794915996491909
204,0.994727611541748,0.02652178332209587,0.01,1.0,0.02792087011039257
205,0.994727611541748,0.026468252763152122,0.01,1.0,0.027846606448292732
206,0.994727611541748,0.02631254307925701,0.01,1.0,0.027789507061243057
207,0.994727611541748,0.02624320052564144,0.01,1.0,0.02774462290108204
208,0.994727611541748,0.02612018957734108,0.01,1.0,0.02770375646650791
209,0.994727611541748,0.02599610947072506,0.01,1.0,0.027578279376029968
210,0.994727611541748,0.025911632925271988,0.01,1.0,0.027481572702527046
211,0.994727611541748,0.025848202407360077,0.01,1.0,0.027416568249464035
212,0.994727611541748,0.0257260724902153,0.01,1.0,0.027311908081173897
213,0.994727611541748,0.025598112493753433,0.01,1.0,0.027207860723137856
214,0.994727611541748,0.02551833912730217,0.01,1.0,0.027145348489284515
215,0.994727611541748,0.02545197494328022,0.01,1.0,0.027028806507587433
216,0.994727611541748,0.025378160178661346,0.01,1.0,0.02698596380650997
217,0.994727611541748,0.02522539719939232,0.01,1.0,0.026908211410045624
218,0.994727611541748,0.02513325959444046,0.01,1.0,0.026854056864976883
219,0.994727611541748,0.025076409801840782,0.01,1.0,0.026819003745913506
220,0.994727611541748,0.024992840364575386,0.01,1.0,0.026729734614491463
221,0.994727611541748,0.024861296638846397,0.01,1.0,0.026688726618885994
222,0.994727611541748,0.024786153808236122,0.01,1.0,0.026666227728128433
223,0.994727611541748,0.024730166420340538,0.01,1.0,0.0266090240329504
224,0.994727611541748,0.024630917236208916,0.01,1.0,0.02653195708990097
225,0.994727611541748,0.02452682889997959,0.01,1.0,0.02645561657845974
226,0.994727611541748,0.024443617090582848,0.01,1.0,0.026405436918139458
227,0.994727611541748,0.024339988827705383,0.01,1.0,0.026313472539186478
228,0.994727611541748,0.024286672472953796,0.01,1.0,0.026263132691383362
229,0.994727611541748,0.024240460246801376,0.01,1.0,0.026219015941023827
230,0.994727611541748,0.024132510647177696,0.01,1.0,0.026091255247592926
231,0.994727611541748,0.02401387132704258,0.01,1.0,0.026016268879175186
232,0.994727611541748,0.023916972801089287,0.01,1.0,0.025991884991526604
233,0.994727611541748,0.023851819336414337,0.01,1.0,0.025946449488401413
234,0.994727611541748,0.023784585297107697,0.01,1.0,0.02582067996263504
235,0.994727611541748,0.02367357723414898,0.01,1.0,0.025779804214835167
236,0.994727611541748,0.023623177781701088,0.01,1.0,0.025709783658385277
237,0.994727611541748,0.02353857271373272,0.01,1.0,0.02568419836461544
238,0.994727611541748,0.023468760773539543,0.01,1.0,0.02562214620411396
239,0.994727611541748,0.02338019572198391,0.01,1.0,0.025630585849285126
240,0.994727611541748,0.02334289439022541,0.01,1.0,0.02555004134774208
241,0.994727611541748,0.023194897919893265,0.01,1.0,0.02549845725297928
242,0.994727611541748,0.023145761340856552,0.01,1.0,0.025453651323914528
243,0.994727611541748,0.02305048517882824,0.01,1.0,0.025398356840014458
244,0.994727611541748,0.022946739569306374,0.01,1.0,0.025389518588781357
245,0.994727611541748,0.022916549816727638,0.01,1.0,0.025340666994452477
246,0.994727611541748,0.022805489599704742,0.01,1.0,0.02524152584373951
247,0.994727611541748,0.022794632241129875,0.01,1.0,0.025152791291475296
248,0.994727611541748,0.022722989320755005,0.01,1.0,0.025098664686083794
249,0.994727611541748,0.022634942084550858,0.01,1.0,0.025043968111276627
250,0.994727611541748,0.022520776838064194,0.01,1.0,0.024982823058962822
251,0.994727611541748,0.02251545339822769,0.01,1.0,0.024941397830843925
252,0.994727611541748,0.022429456934332848,0.01,1.0,0.02482997439801693
253,0.994727611541748,0.022324632853269577,0.01,1.0,0.024816332384943962
254,0.994727611541748,0.022270185872912407,0.01,1.0,0.024738997220993042
255,0.994727611541748,0.022228697314858437,0.01,1.0,0.024684838950634003
256,0.994727611541748,0.022097237408161163,0.01,1.0,0.024660494178533554
257,0.994727611541748,0.022066768258810043,0.01,1.0,0.024602700024843216
258,0.994727611541748,0.022004297003149986,0.01,1.0,0.024551281705498695
259,0.994727611541748,0.02194942906498909,0.01,1.0,0.024525469169020653
260,0.994727611541748,0.021870555356144905,0.01,1.0,0.024517910555005074
261,0.994727611541748,0.02182719111442566,0.01,1.0,0.024465730413794518
262,0.994727611541748,0.021732710301876068,0.01,1.0,0.02438638173043728
263,0.994727611541748,0.02167452871799469,0.01,1.0,0.024291248992085457
264,0.994727611541748,0.02164924331009388,0.01,1.0,0.024297840893268585
265,0.994727611541748,0.021543700248003006,0.01,1.0,0.024209460243582726
266,0.994727611541748,0.02146502025425434,0.01,1.0,0.024175461381673813
267,0.994727611541748,0.021398402750492096,0.01,1.0,0.024142861366271973
268,0.994727611541748,0.021348627284169197,0.01,1.0,0.024097327142953873
269,0.994727611541748,0.021282635629177094,0.01,1.0,0.02406754158437252
270,0.994727611541748,0.02121138386428356,0.01,1.0,0.02402152307331562
271,0.994727611541748,0.021173041313886642,0.01,1.0,0.02396722324192524
272,0.994727611541748,0.02112434245646,0.01,1.0,0.023943571373820305
273,0.994727611541748,0.021030493080615997,0.01,1.0,0.02387782372534275
274,0.994727611541748,0.020968711003661156,0.01,1.0,0.023800021037459373
275,0.994727611541748,0.020953653380274773,0.01,1.0,0.023724757134914398
276,0.994727611541748,0.020863380283117294,0.01,1.0,0.02371763437986374
277,0.994727611541748,0.02080482244491577,0.01,1.0,0.023642953485250473
278,0.994727611541748,0.020724250003695488,0.01,1.0,0.023595228791236877
279,0.994727611541748,0.020665965974330902,0.01,1.0,0.02354780212044716
280,0.994727611541748,0.020568503066897392,0.01,1.0,0.023490536957979202
281,0.994727611541748,0.020548760890960693,0.01,1.0,0.023437688127160072
282,0.9964850544929504,0.020456554368138313,0.01,1.0,0.02345842495560646
283,0.994727611541748,0.02045239694416523,0.01,1.0,0.02338089980185032
284,0.994727611541748,0.02038581483066082,0.01,1.0,0.02332419715821743
285,0.994727611541748,0.020283134654164314,0.01,1.0,0.023320838809013367
286,0.994727611541748,0.020245518535375595,0.01,1.0,0.023289114236831665
287,0.994727611541748,0.020170845091342926,0.01,1.0,0.02325471118092537
288,0.994727611541748,0.020125027745962143,0.01,1.0,0.02322491444647312
289,0.994727611541748,0.02009863406419754,0.01,1.0,0.023159125819802284
290,0.994727611541748,0.020054081454873085,0.01,1.0,0.023166077211499214
291,0.994727611541748,0.01997079886496067,0.01,1.0,0.023071398958563805
292,0.994727611541748,0.019933663308620453,0.01,1.0,0.023031465709209442
293,0.994727611541748,0.019835250452160835,0.01,1.0,0.02293994277715683
294,0.994727611541748,0.01977970451116562,0.01,1.0,0.022860152646899223
295,0.994727611541748,0.019758187234401703,0.01,1.0,0.0228548813611269
296,0.994727611541748,0.019732479006052017,0.01,1.0,0.022808847948908806
297,0.994727611541748,0.01968984305858612,0.01,1.0,0.022796396166086197
298,0.9964850544929504,0.01957058161497116,0.01,1.0,0.02276606671512127
299,0.994727611541748,0.019546989351511,0.01,1.0,0.022716624662280083
300,0.994727611541748,0.019487924873828888,0.01,1.0,0.02268194407224655
301,0.994727611541748,0.019474036991596222,0.01,1.0,0.02267598919570446
302,0.994727611541748,0.019420623779296875,0.01,1.0,0.02256869338452816
303,0.994727611541748,0.019356703385710716,0.01,1.0,0.022538555786013603
304,0.994727611541748,0.019324811175465584,0.01,1.0,0.022500304505228996
305,0.994727611541748,0.019226085394620895,0.01,1.0,0.02244078554213047
306,0.994727611541748,0.01920401118695736,0.01,1.0,0.022488707676529884
307,0.994727611541748,0.019144386053085327,0.01,1.0,0.022455163300037384
308,0.994727611541748,0.019135547801852226,0.01,1.0,0.022443143650889397
309,0.994727611541748,0.019043996930122375,0.01,1.0,0.02236064523458481
310,0.994727611541748,0.018994463607668877,0.01,1.0,0.02233727276325226
311,0.994727611541748,0.0189198087900877,0.01,1.0,0.022286076098680496
312,0.994727611541748,0.018900811672210693,0.01,1.0,0.02223527431488037
313,0.994727611541748,0.018866397440433502,0.01,1.0,0.0221334770321846
314,0.994727611541748,0.018795419484376907,0.01,1.0,0.02207927778363228
315,0.994727611541748,0.018739961087703705,0.01,1.0,0.021996427327394485
316,0.994727611541748,0.01872035302221775,0.01,1.0,0.02202482521533966
317,0.994727611541748,0.01866450347006321,0.01,1.0,0.021995756775140762
318,0.994727611541748,0.018635110929608345,0.01,1.0,0.02195868082344532
319,0.994727611541748,0.018604379147291183,0.01,1.0,0.021904412657022476
320,0.994727611541748,0.018535887822508812,0.01,1.0,0.021848510950803757
321,0.994727611541748,0.01847829669713974,0.01,1.0,0.021828435361385345
322,0.994727611541748,0.018420211970806122,0.01,1.0,0.02172190509736538
323,0.994727611541748,0.018413519486784935,0.01,1.0,0.02170773781836033
324,0.994727611541748,0.018358265981078148,0.01,1.0,0.021729586645960808
325,0.994727611541748,0.018312422558665276,0.01,1.0,0.021662544459104538
326,0.994727611541748,0.018288124352693558,0.01,1.0,0.02160590887069702
327,0.994727611541748,0.018215203657746315,0.01,1.0,0.021616855636239052
328,0.994727611541748,0.01817234791815281,0.01,1.0,0.021542765200138092
329,0.994727611541748,0.018128221854567528,0.01,1.0,0.02150464616715908
330,0.9964850544929504,0.01813576929271221,0.01,1.0,0.021502211689949036
331,0.994727611541748,0.018065009266138077,0.01,1.0,0.021450305357575417
332,0.994727611541748,0.018001312389969826,0.01,1.0,0.021416058763861656
333,0.994727611541748,0.01797397993505001,0.01,1.0,0.02139589935541153
334,0.994727611541748,0.017891323193907738,0.01,1.0,0.02134929597377777
335,0.994727611541748,0.01786712184548378,0.01,1.0,0.0213282722979784
336,0.994727611541748,0.017839748412370682,0.01,1.0,0.02137288823723793
337,0.994727611541748,0.017806772142648697,0.01,1.0,0.02125105820596218
338,0.994727611541748,0.01774127222597599,0.01,1.0,0.021279528737068176
339,0.994727611541748,0.017684709280729294,0.01,1.0,0.02123630978167057
340,0.994727611541748,0.01760917715728283,0.01,1.0,0.021154211834073067
341,0.994727611541748,0.017588824033737183,0.01,1.0,0.021088354289531708
342,0.994727611541748,0.017574569210410118,0.01,1.0,0.021055150777101517
343,0.994727611541748,0.017513589933514595,0.01,1.0,0.020986374467611313
344,0.994727611541748,0.017520969733595848,0.01,1.0,0.021036533638834953
345,0.994727611541748,0.017462100833654404,0.01,1.0,0.020983116701245308
346,0.994727611541748,0.017386944964528084,0.01,1.0,0.02093339152634144
347,0.9964850544929504,0.017401959747076035,0.01,1.0,0.020913545042276382
348,0.994727611541748,0.017317473888397217,0.01,1.0,0.020901428535580635
349,0.994727611541748,0.017184188589453697,0.0009999999,1.0,0.02090211771428585
350,0.994727611541748,0.01717710681259632,0.0009999999,1.0,0.020901480689644814
351,0.994727611541748,0.01717381738126278,0.0009999999,1.0,0.020895330235362053
352,0.994727611541748,0.01716434583067894,0.0009999999,1.0,0.020892104133963585
353,0.994727611541748,0.017166512086987495,0.0009999999,1.0,0.020892733708024025
354,0.994727611541748,0.017148979008197784,9.999999e-05,1.0,0.02089221403002739
355,0.994727611541748,0.017148589715361595,9.999999e-05,1.0,0.020892063155770302
356,0.994727611541748,0.017147963866591454,9.999999e-05,1.0,0.020891452208161354
357,0.994727611541748,0.01714763417840004,9.999999e-05,1.0,0.020890550687909126
358,0.994727611541748,0.017146969214081764,9.999999e-05,1.0,0.020890088751912117
359,0.994727611541748,0.01714567095041275,9.999999e-06,1.0,0.020890044048428535
360,0.994727611541748,0.017145629972219467,9.999999e-06,1.0,0.020889969542622566
361,0.994727611541748,0.017145605757832527,9.999999e-06,1.0,0.020889930427074432
362,0.994727611541748,0.0171455517411232,9.999999e-06,1.0,0.020889895036816597
363,0.994727611541748,0.01714552752673626,9.999999e-06,1.0,0.02088988944888115
364,0.994727611541748,0.01714535988867283,9.999999e-07,1.0,0.0208898913115263
365,0.994727611541748,0.017145361751317978,9.999999e-07,1.0,0.020889895036816597
366,0.994727611541748,0.017145363613963127,9.999999e-07,1.0,0.020889902487397194
367,0.994727611541748,0.01714535616338253,9.999999e-07,1.0,0.020889906212687492
